"","chr","start","end","Cn_R_group"
"union_peak_21886","chr4",6218225,6219399,"AB"
"union_peak_21896","chr4",6476192,6477095,"ABC"
"union_peak_21913","chr4",6970225,6971142,"DEF"
"union_peak_21924","chr4",7454817,7455824,"DE"
"union_peak_21941","chr4",8778242,8778734,"C"
"union_peak_21948","chr4",8822322,8823224,"B"
"union_peak_21957","chr4",8942511,8943522,"AB"
"union_peak_21962","chr4",9029577,9029990,"A"
"union_peak_21965","chr4",9079493,9080742,"AB"
"union_peak_21976","chr4",10769561,10770692,"DE"
"union_peak_21985","chr4",11088761,11089547,"C"
"union_peak_21987","chr4",11135195,11136023,"E"
"union_peak_21989","chr4",11146388,11147728,"E"
"union_peak_21999","chr4",11475954,11476939,"AB"
"union_peak_22008","chr4",11682670,11684733,"ABC"
"union_peak_22011","chr4",11720874,11722142,"ABC"
"union_peak_22012","chr4",11768898,11769802,"AB"
"union_peak_22013","chr4",11771380,11772384,"ABC"
"union_peak_22015","chr4",11793570,11795159,"ABC"
"union_peak_22016","chr4",11899627,11900774,"A"
"union_peak_22096","chr4",32126240,32127616,"ABC"
"union_peak_22101","chr4",32179153,32180405,"ABC"
"union_peak_22105","chr4",32257712,32258800,"D"
"union_peak_22109","chr4",32291063,32292057,"DE"
"union_peak_22113","chr4",32342933,32344529,"D"
"union_peak_22114","chr4",32351021,32352370,"D"
"union_peak_22115","chr4",32363471,32364974,"D"
"union_peak_22117","chr4",32387622,32388880,"DE"
"union_peak_22119","chr4",32560194,32560941,"DEF"
"union_peak_22143","chr4",33226531,33227781,"DEF"
"union_peak_22153","chr4",33587053,33588299,"A"
"union_peak_22154","chr4",33988517,33989587,"E"
"union_peak_22155","chr4",33996633,33997647,"DEF"
"union_peak_22167","chr4",35140019,35141147,"DEF"
"union_peak_22168","chr4",35155830,35157475,"DE"
"union_peak_22181","chr4",40776736,40777564,"D"
"union_peak_22228","chr4",43427300,43428090,"E"
"union_peak_22267","chr4",44097597,44098243,"DEF"
"union_peak_22295","chr4",45530874,45531757,"D"
"union_peak_22320","chr4",46565000,46566101,"ABC"
"union_peak_22323","chr4",46580754,46581400,"ABC"
"union_peak_22329","chr4",46641361,46642348,"A"
"union_peak_22334","chr4",47091489,47092867,"E"
"union_peak_22368","chr4",53158903,53160255,"DEF"
"union_peak_22370","chr4",53217462,53218534,"D"
"union_peak_22382","chr4",55342889,55343991,"DEF"
"union_peak_22386","chr4",55488905,55490151,"A"
"union_peak_22390","chr4",55564016,55564940,"AC"
"union_peak_22392","chr4",56070266,56071068,"DEF"
"union_peak_22401","chr4",57305967,57307315,"ABC"
"union_peak_22402","chr4",57639960,57641059,"DEF"
"union_peak_22406","chr4",57730791,57731748,"DE"
"union_peak_22407","chr4",57781998,57783329,"DE"
"union_peak_22409","chr4",57812813,57814085,"DE"
"union_peak_22410","chr4",57832198,57833173,"DE"
"union_peak_22411","chr4",57833596,57834721,"DE"
"union_peak_22415","chr4",57916289,57917257,"E"
"union_peak_22421","chr4",58943438,58945165,"DE"
"union_peak_22432","chr4",59134189,59135280,"E"
"union_peak_22443","chr4",59230971,59232032,"AB"
"union_peak_22456","chr4",59319341,59320219,"E"
"union_peak_22481","chr4",62455984,62457697,"AB"
"union_peak_22484","chr4",62479747,62481768,"B"
"union_peak_22488","chr4",62551762,62552728,"DE"
"union_peak_22496","chr4",62629603,62630596,"ABC"
"union_peak_22500","chr4",62678946,62679833,"ABC"
"union_peak_22501","chr4",62681174,62681970,"AB"
"union_peak_22506","chr4",62780436,62781896,"AB"
"union_peak_22523","chr4",63594898,63595931,"C"
"union_peak_22528","chr4",63667353,63668928,"AC"
"union_peak_22535","chr4",63898817,63899870,"A"
"union_peak_22543","chr4",71290787,71292406,"D"
"union_peak_22563","chr4",83327424,83328514,"AB"
"union_peak_22577","chr4",84007705,84008462,"B"
"union_peak_22583","chr4",86682758,86683928,"D"
"union_peak_22593","chr4",86885094,86886885,"D"
"union_peak_22597","chr4",88003016,88003785,"A"
"union_peak_22598","chr4",88005544,88006331,"A"
"union_peak_22599","chr4",88010347,88011110,"AC"
"union_peak_22635","chr4",88909439,88910185,"A"
"union_peak_22636","chr4",88918161,88919089,"A"
"union_peak_22637","chr4",88936954,88938842,"AB"
"union_peak_22641","chr4",89043790,89044522,"A"
"union_peak_22646","chr4",89161837,89163800,"ABC"
"union_peak_22647","chr4",89175318,89176298,"ABC"
"union_peak_22648","chr4",89178063,89178697,"BC"
"union_peak_22650","chr4",89272044,89273121,"BC"
"union_peak_22653","chr4",89310602,89311541,"ABC"
"union_peak_22660","chr4",89688210,89690100,"ABC"
"union_peak_22685","chr4",95966524,95967743,"DE"
"union_peak_22687","chr4",97657433,97658397,"DEF"
"union_peak_22692","chr4",97860334,97861549,"A"
"union_peak_22693","chr4",98039850,98040958,"DEF"
"union_peak_22696","chr4",98113451,98114230,"DEF"
"union_peak_22698","chr4",98281894,98283102,"ABC"
"union_peak_22703","chr4",98436189,98437726,"D"
"union_peak_22720","chr4",101234563,101236151,"AB"
"union_peak_22745","chr4",102606471,102607255,"AB"
"union_peak_22749","chr4",102711348,102712249,"E"
"union_peak_22756","chr4",102990384,102991564,"E"
"union_peak_22778","chr4",106598196,106599316,"ABC"
"union_peak_22782","chr4",106787194,106788530,"A"
"union_peak_22785","chr4",106814350,106815179,"AB"
"union_peak_22788","chr4",106841399,106842665,"EF"
"union_peak_22796","chr4",107005674,107006942,"ABC"
"union_peak_22807","chr4",107357440,107358910,"B"
"union_peak_22818","chr4",108080737,108082895,"D"
"union_peak_22822","chr4",108310499,108311339,"D"
"union_peak_22827","chr4",108349658,108350609,"ABC"
"union_peak_22830","chr4",108454611,108455302,"AB"
"union_peak_22882","chr4",116015448,116016217,"DE"
"union_peak_22890","chr4",116184765,116185926,"AB"
"union_peak_22902","chr4",116700809,116701616,"A"
"union_peak_22927","chr4",117220253,117221340,"ABC"
"union_peak_22949","chr4",119125799,119126466,"AC"
"union_peak_22968","chr4",119959115,119959947,"DEF"
"union_peak_22991","chr4",121208328,121209585,"AB"
"union_peak_22993","chr4",121230951,121231704,"DE"
"union_peak_23067","chr4",126253464,126254479,"A"
"union_peak_23071","chr4",126298483,126299200,"A"
"union_peak_23083","chr4",126812667,126813759,"DEF"
"union_peak_23117","chr4",129034068,129035660,"A"
"union_peak_23130","chr4",129376524,129378151,"AB"
"union_peak_23141","chr4",129565162,129565854,"D"
"union_peak_23176","chr4",130017019,130017996,"D"
"union_peak_23185","chr4",130774320,130775336,"DE"
"union_peak_23203","chr4",132007901,132008668,"D"
"union_peak_23232","chr4",132659040,132659931,"A"
"union_peak_23234","chr4",132747157,132748311,"AB"
"union_peak_23235","chr4",132748564,132749546,"ABC"
"union_peak_23238","chr4",132771609,132772227,"ABC"
"union_peak_23243","chr4",132807784,132808557,"A"
"union_peak_23279","chr4",133298066,133299244,"DEF"
"union_peak_23283","chr4",133412650,133413379,"A"
"union_peak_23302","chr4",133659048,133661423,"A"
"union_peak_23320","chr4",133843957,133844895,"A"
"union_peak_23332","chr4",134047245,134048443,"ABC"
"union_peak_23363","chr4",134547038,134548176,"ABC"
"union_peak_23365","chr4",134641995,134642614,"DEF"
"union_peak_23372","chr4",134749823,134751125,"DE"
"union_peak_23388","chr4",135043468,135044206,"A"
"union_peak_23389","chr4",135053517,135054428,"A"
"union_peak_23390","chr4",135066953,135068451,"ABC"
"union_peak_23392","chr4",135077034,135077693,"ABC"
"union_peak_23406","chr4",135159156,135160148,"AB"
"union_peak_23408","chr4",135168844,135169664,"AB"
"union_peak_23417","chr4",135248201,135249166,"E"
"union_peak_23419","chr4",135285648,135286428,"AB"
"union_peak_23420","chr4",135290017,135290833,"D"
"union_peak_23428","chr4",135474926,135476272,"ABC"
"union_peak_23431","chr4",135520213,135521108,"EF"
"union_peak_23432","chr4",135569977,135571384,"DE"
"union_peak_23434","chr4",135664147,135665164,"DE"
"union_peak_23446","chr4",135904584,135905506,"DE"
"union_peak_23447","chr4",135911245,135912124,"DE"
"union_peak_23457","chr4",136028010,136029181,"A"
"union_peak_23464","chr4",136100171,136101116,"E"
"union_peak_23498","chr4",137603075,137604481,"ABC"
"union_peak_23501","chr4",137853620,137854644,"A"
"union_peak_23516","chr4",138256916,138257878,"AB"
"union_peak_23523","chr4",138455671,138457309,"AB"
"union_peak_23534","chr4",139199053,139200554,"ABC"
"union_peak_23555","chr4",140600873,140601452,"DEF"
"union_peak_23591","chr4",141861702,141862621,"ABC"
"union_peak_23594","chr4",141917619,141918384,"A"
"union_peak_23603","chr4",143219187,143220029,"E"
"union_peak_23622","chr4",145263698,145264880,"ABC"
"union_peak_23623","chr4",145274739,145275795,"ABC"
"union_peak_23624","chr4",145278037,145278878,"ABC"
"union_peak_23628","chr4",145305562,145306317,"AC"
"union_peak_23629","chr4",145312122,145313095,"ABC"
"union_peak_23660","chr4",147336865,147338253,"A"
"union_peak_23684","chr4",148033735,148034357,"A"
"union_peak_23704","chr4",148656985,148658283,"DEF"
"union_peak_23705","chr4",148683167,148684418,"DE"
"union_peak_23706","chr4",148900198,148901403,"D"
"union_peak_23709","chr4",149063650,149065329,"E"
"union_peak_23716","chr4",149282164,149283186,"DEF"
"union_peak_23719","chr4",149322176,149323032,"DEF"
"union_peak_23723","chr4",149469185,149470287,"DE"
"union_peak_23725","chr4",149487534,149488298,"A"
"union_peak_23726","chr4",149515489,149516484,"EF"
"union_peak_23747","chr4",149854100,149855150,"DE"
"union_peak_23748","chr4",149855811,149857087,"D"
"union_peak_23754","chr4",149954719,149955677,"D"
"union_peak_23759","chr4",150087083,150088029,"DEF"
"union_peak_23772","chr4",150557706,150558568,"D"
"union_peak_23776","chr4",150583637,150584512,"DEF"
"union_peak_23784","chr4",150894194,150895148,"ABC"
"union_peak_23791","chr4",150939860,150940629,"DEF"
"union_peak_23794","chr4",151005583,151007043,"ABC"
"union_peak_23797","chr4",151810971,151811932,"AB"
"union_peak_23804","chr4",151990610,151991384,"AB"
"union_peak_23826","chr4",152445969,152447138,"A"
"union_peak_23836","chr4",154375892,154376927,"AB"
"union_peak_23843","chr4",154935989,154937407,"DE"
"union_peak_23847","chr4",155049852,155050775,"DEF"
"union_peak_23854","chr4",155168528,155169479,"DE"
"union_peak_23855","chr4",155177795,155178896,"E"
"union_peak_23858","chr4",155209276,155210274,"DEF"
"union_peak_23898","chr4",156003853,156004688,"DE"
"union_peak_23932","chr5",3151679,3152716,"BC"
"union_peak_23934","chr5",3300894,3301812,"AB"
"union_peak_23937","chr5",3355586,3356390,"A"
"union_peak_23945","chr5",3488350,3489059,"A"
"union_peak_23947","chr5",3501462,3502527,"B"
"union_peak_23953","chr5",3669710,3670529,"DE"
"union_peak_23983","chr5",8838854,8840291,"BC"
"union_peak_23989","chr5",9014563,9016061,"AB"
"union_peak_24012","chr5",20332203,20333360,"DEF"
"union_peak_24031","chr5",21043579,21044891,"ABC"
"union_peak_24035","chr5",21202856,21203856,"B"
"union_peak_24036","chr5",21212681,21214608,"ABC"
"union_peak_24037","chr5",21226917,21228038,"AB"
"union_peak_24039","chr5",21248598,21249652,"ABC"
"union_peak_24040","chr5",21254601,21256635,"AB"
"union_peak_24048","chr5",21370169,21371155,"ABC"
"union_peak_24085","chr5",23721698,23722597,"AB"
"union_peak_24114","chr5",24746869,24747700,"A"
"union_peak_24124","chr5",25100536,25101706,"DE"
"union_peak_24137","chr5",28269377,28270523,"D"
"union_peak_24152","chr5",29887157,29888190,"A"
"union_peak_24155","chr5",29901129,29902481,"AB"
"union_peak_24160","chr5",30240299,30241244,"A"
"union_peak_24174","chr5",31012513,31013284,"A"
"union_peak_24189","chr5",31408001,31409095,"A"
"union_peak_24196","chr5",31576303,31577211,"BC"
"union_peak_24201","chr5",31713469,31714467,"ABC"
"union_peak_24203","chr5",31723607,31724723,"ABC"
"union_peak_24206","chr5",31831036,31832216,"E"
"union_peak_24214","chr5",32148183,32149328,"ABC"
"union_peak_24221","chr5",32609810,32611172,"B"
"union_peak_24263","chr5",34538166,34539680,"B"
"union_peak_24283","chr5",35819419,35820344,"AC"
"union_peak_24286","chr5",36088807,36090003,"D"
"union_peak_24287","chr5",36373168,36374500,"EF"
"union_peak_24305","chr5",36839389,36840822,"ABC"
"union_peak_24317","chr5",37056376,37056936,"DE"
"union_peak_24332","chr5",41841742,41842579,"DE"
"union_peak_24342","chr5",43823670,43825367,"AB"
"union_peak_24347","chr5",43947439,43949184,"E"
"union_peak_24349","chr5",44012742,44013525,"B"
"union_peak_24367","chr5",50026013,50027009,"DEF"
"union_peak_24384","chr5",53393375,53394748,"ABC"
"union_peak_24385","chr5",53400895,53403089,"ABC"
"union_peak_24386","chr5",53420663,53421919,"ABC"
"union_peak_24387","chr5",53490259,53491688,"C"
"union_peak_24388","chr5",53566069,53567149,"B"
"union_peak_24406","chr5",58083746,58084613,"DEF"
"union_peak_24407","chr5",62573663,62574919,"AB"
"union_peak_24409","chr5",62710339,62711295,"ABC"
"union_peak_24413","chr5",62755951,62756477,"AB"
"union_peak_24417","chr5",62778265,62779404,"DE"
"union_peak_24429","chr5",64029701,64030927,"EF"
"union_peak_24431","chr5",64040501,64041258,"DE"
"union_peak_24437","chr5",64149544,64150545,"DE"
"union_peak_24455","chr5",64471782,64472844,"ABC"
"union_peak_24456","chr5",64474661,64475168,"AB"
"union_peak_24457","chr5",64477658,64478530,"AC"
"union_peak_24465","chr5",64518684,64519553,"E"
"union_peak_24485","chr5",64840547,64841469,"AB"
"union_peak_24507","chr5",65153727,65154951,"A"
"union_peak_24528","chr5",65794567,65795842,"DE"
"union_peak_24547","chr5",65910186,65910979,"E"
"union_peak_24550","chr5",65928878,65930037,"E"
"union_peak_24551","chr5",65933554,65934160,"A"
"union_peak_24563","chr5",66095757,66096651,"A"
"union_peak_24568","chr5",66165565,66166475,"ABC"
"union_peak_24570","chr5",66190593,66191402,"ABC"
"union_peak_24571","chr5",66193182,66193896,"A"
"union_peak_24572","chr5",66199607,66200656,"B"
"union_peak_24581","chr5",67299450,67300692,"DE"
"union_peak_24584","chr5",67360009,67360944,"DEF"
"union_peak_24599","chr5",71903189,71904287,"DEF"
"union_peak_24606","chr5",72212218,72213361,"ABC"
"union_peak_24618","chr5",72731238,72732051,"BC"
"union_peak_24620","chr5",72742745,72743835,"ABC"
"union_peak_24623","chr5",72760945,72761936,"DE"
"union_peak_24635","chr5",73193606,73195333,"ABC"
"union_peak_24647","chr5",73285377,73287334,"ABC"
"union_peak_24658","chr5",74132514,74133390,"DE"
"union_peak_24672","chr5",75066471,75067850,"E"
"union_peak_24673","chr5",75791611,75792490,"DE"
"union_peak_24687","chr5",77091449,77092884,"ABC"
"union_peak_24696","chr5",77165773,77167000,"ABC"
"union_peak_24698","chr5",77211504,77212701,"B"
"union_peak_24703","chr5",77251965,77253054,"AB"
"union_peak_24735","chr5",89044396,89045417,"DE"
"union_peak_24743","chr5",90492191,90493116,"DE"
"union_peak_24755","chr5",92102902,92103676,"DE"
"union_peak_24764","chr5",92245137,92246323,"E"
"union_peak_24774","chr5",92465751,92466695,"D"
"union_peak_24784","chr5",93109100,93110207,"AB"
"union_peak_24786","chr5",93135883,93137579,"A"
"union_peak_24787","chr5",93151865,93153129,"A"
"union_peak_24802","chr5",96197396,96198133,"ABC"
"union_peak_24803","chr5",96199610,96200879,"ABC"
"union_peak_24808","chr5",96878450,96879494,"DE"
"union_peak_24810","chr5",96914750,96915277,"D"
"union_peak_24823","chr5",97075251,97076083,"B"
"union_peak_24827","chr5",97964093,97965314,"AB"
"union_peak_24832","chr5",98032798,98033831,"BC"
"union_peak_24840","chr5",99499500,99500261,"C"
"union_peak_24841","chr5",99905995,99906840,"D"
"union_peak_24848","chr5",100466273,100467446,"ABC"
"union_peak_24883","chr5",100912407,100912840,"DEF"
"union_peak_24890","chr5",103366877,103367639,"DE"
"union_peak_24893","chr5",103438937,103439816,"A"
"union_peak_24900","chr5",103746609,103747478,"DEF"
"union_peak_24908","chr5",103975432,103976494,"A"
"union_peak_24926","chr5",105239269,105240260,"DE"
"union_peak_24942","chr5",105555615,105556864,"ABC"
"union_peak_24945","chr5",105608974,105610278,"ABC"
"union_peak_24960","chr5",105839677,105840683,"ABC"
"union_peak_24975","chr5",107079449,107080606,"E"
"union_peak_24979","chr5",107201297,107202280,"DEF"
"union_peak_24989","chr5",107398293,107399481,"AB"
"union_peak_24992","chr5",107524126,107525763,"AB"
"union_peak_24993","chr5",107533249,107534375,"A"
"union_peak_24998","chr5",107648509,107649612,"A"
"union_peak_25001","chr5",107694606,107695702,"AC"
"union_peak_25003","chr5",107718014,107718772,"E"
"union_peak_25010","chr5",107755956,107756590,"AB"
"union_peak_25011","chr5",107758118,107758588,"A"
"union_peak_25014","chr5",107840347,107841327,"DE"
"union_peak_25074","chr5",110979665,110980760,"DE"
"union_peak_25076","chr5",111058506,111059985,"D"
"union_peak_25079","chr5",111199936,111200928,"D"
"union_peak_25089","chr5",112084623,112085703,"B"
"union_peak_25092","chr5",112219633,112220784,"A"
"union_peak_25115","chr5",113034835,113036192,"DE"
"union_peak_25118","chr5",113156691,113157612,"A"
"union_peak_25122","chr5",113589904,113590922,"A"
"union_peak_25124","chr5",113613106,113613831,"ABC"
"union_peak_25126","chr5",113620620,113621801,"ABC"
"union_peak_25128","chr5",113638966,113640006,"ABC"
"union_peak_25129","chr5",113640351,113641049,"AB"
"union_peak_25130","chr5",113641292,113641897,"AB"
"union_peak_25131","chr5",113652016,113652758,"B"
"union_peak_25133","chr5",113670277,113671578,"B"
"union_peak_25134","chr5",113672171,113672839,"ABC"
"union_peak_25151","chr5",114041510,114042118,"A"
"union_peak_25156","chr5",114135231,114135758,"ABC"
"union_peak_25158","chr5",114194017,114194757,"E"
"union_peak_25169","chr5",114505018,114505883,"DEF"
"union_peak_25195","chr5",115132036,115133765,"A"
"union_peak_25231","chr5",115754497,115755622,"E"
"union_peak_25232","chr5",115760620,115761510,"DEF"
"union_peak_25235","chr5",115854391,115855259,"ABC"
"union_peak_25238","chr5",116380295,116381675,"DEF"
"union_peak_25245","chr5",117159672,117161133,"ABC"
"union_peak_25266","chr5",118404137,118404967,"A"
"union_peak_25281","chr5",119348141,119349065,"DE"
"union_peak_25282","chr5",119359709,119360468,"DE"
"union_peak_25286","chr5",120109883,120110764,"AB"
"union_peak_25302","chr5",120669208,120670511,"A"
"union_peak_25317","chr5",121099845,121100718,"A"
"union_peak_25319","chr5",121178985,121180183,"ABC"
"union_peak_25351","chr5",122143276,122144170,"ABC"
"union_peak_25367","chr5",122288259,122289010,"DE"
"union_peak_25371","chr5",122343608,122344691,"AB"
"union_peak_25378","chr5",122429900,122431184,"ABC"
"union_peak_25389","chr5",122697994,122699172,"DE"
"union_peak_25452","chr5",123765365,123766168,"DEF"
"union_peak_25453","chr5",123780480,123782485,"DE"
"union_peak_25460","chr5",123980580,123981364,"A"
